date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:14:57	117/117	---MCZ	200	added ('OK')	text/plain	etag:%223047-1643243222;gz%22	https://muntazim.coderatory.com/robots.txt		(from )
16:14:57	87887/87887	---MCZ	200	added ('OK')	text/html	etag:%223081-1643362267;gz%22	https://muntazim.coderatory.com/	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/index.html	(from )
16:14:57	79227/79227	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Jan%202022%2020:56:29%20GMT	https://muntazim.coderatory.com/wp-includes/css/dist/block-library/style.min.css?ver=5.9	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-includes/css/dist/block-library/style.min271b.css	(from https://muntazim.coderatory.com/)
16:14:58	5305/5305	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2017:10:57%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=6.3.3	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style5c45.css	(from https://muntazim.coderatory.com/)
16:14:59	197576/197576	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2017:10:57%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=6.3.3	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style5c45.css	(from https://muntazim.coderatory.com/)
16:14:59	12570/12570	---MCZ	200	added ('OK')	application/rss+xml	etag:%222e63049bd8a8b03c95a598e02bd95132%22	https://muntazim.coderatory.com/feed/	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/feed/index.html	(from https://muntazim.coderatory.com/)
16:14:59	0/0	---M--	200	added ('OK')	text/css	date:Tue,%2007%20Dec%202021%2012:46:59%20GMT	https://muntazim.coderatory.com/wp-content/plugins/appilo-core/assets/css/style.css?ver=5.9	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/appilo-core/assets/css/style.3271b.delayed	(from https://muntazim.coderatory.com/)
16:15:00	2731/2731	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Dec%202021%2012:47:02%20GMT	https://muntazim.coderatory.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.5.3	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/contact-form-7/includes/css/styles5697.css	(from https://muntazim.coderatory.com/)
16:15:00	1671/1671	---M-Z	200	added ('OK')	application/rss+xml	etag:%2216cac4caf1835dc1fe60abf951231ecd%22	https://muntazim.coderatory.com/comments/feed/	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/comments/feed/index.html	(from https://muntazim.coderatory.com/)
16:15:00	17824/17824	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2017:10:55%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=6.0.0	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layoutaf8e.css	(from https://muntazim.coderatory.com/)
16:15:00	7043/7043	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2017:10:55%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=6.0.0	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreenaf8e.css	(from https://muntazim.coderatory.com/)
16:15:00	62747/62747	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2017:10:56%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=6.0.0	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/css/woocommerceaf8e.css	(from https://muntazim.coderatory.com/)
16:15:01	1600/1600	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/style.css?ver=5.9	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/style271b.css	(from https://muntazim.coderatory.com/)
16:15:01	140889/140889	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/bootstrap.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/bootstrapdc24.css	(from https://muntazim.coderatory.com/)
16:15:01	3581/3581	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/appilo-icons-2/style.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/appilo-icons-2/styledc24.css	(from https://muntazim.coderatory.com/)
16:15:02	2378/2378	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/flaticon1/flaticon.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/flaticon1/flaticondc24.css	(from https://muntazim.coderatory.com/)
16:15:02	12686/12686	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/appilo-icons-3/css/flaticon.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/appilo-icons-3/css/flaticondc24.css	(from https://muntazim.coderatory.com/)
16:15:02	2351/2351	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/appilo-icons-4/css/flaticon.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/appilo-icons-4/css/flaticondc24.css	(from https://muntazim.coderatory.com/)
16:15:03	25252/25252	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/appilo-icons-3/css/elegenticon.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/appilo-icons-3/css/elegenticondc24.css	(from https://muntazim.coderatory.com/)
16:15:03	59344/59344	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/fontawesome-5/css/fontawesome-all.min.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/plugins/fontawesome-5/css/fontawesome-all.mindc24.css	(from https://muntazim.coderatory.com/)
16:15:03	21759/21759	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/woocommerce/woocommerce.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/woocommerce/woocommercedc24.css	(from https://muntazim.coderatory.com/)
16:15:04	327581/327581	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/appilo-library.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/appilo-librarydc24.css	(from https://muntazim.coderatory.com/)
16:15:04	56905/56905	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/appilo.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/appilodc24.css	(from https://muntazim.coderatory.com/)
16:15:04	51018/51018	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/saas-classic.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/saas-classicdc24.css	(from https://muntazim.coderatory.com/)
16:15:04	65473/65473	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/app-showcase.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/app-showcasedc24.css	(from https://muntazim.coderatory.com/)
16:15:05	52631/52631	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/digital-agency.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/digital-agencydc24.css	(from https://muntazim.coderatory.com/)
16:15:05	18648/18648	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/gym-style.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/gym-styledc24.css	(from https://muntazim.coderatory.com/)
16:15:05	18156/18156	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/apl2-style.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/apl2-styledc24.css	(from https://muntazim.coderatory.com/)
16:15:05	1280609/1280609	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/appilo-theme-style.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/appilo-theme-styledc24.css	(from https://muntazim.coderatory.com/)
16:15:06	27239/27239	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/prysm.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/prysmdc24.css	(from https://muntazim.coderatory.com/)
16:15:06	37998/37998	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/itsource-style.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/itsource-styledc24.css	(from https://muntazim.coderatory.com/)
16:15:06	25558/25558	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/digital-marketing.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/digital-marketingdc24.css	(from https://muntazim.coderatory.com/)
16:15:07	43697/43697	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2021:55:35%20GMT	https://muntazim.coderatory.com/wp-content/themes/appilo/css/business-expert.css?ver=6.0.4	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/themes/appilo/css/business-expertdc24.css	(from https://muntazim.coderatory.com/)
16:15:07	23330/23330	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Dec%202021%2012:47:19%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woo-products-widgets-for-elementor/assets/css/woo-products-widgets.css?ver=1.0.0	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woo-products-widgets-for-elementor/assets/css/woo-products-widgets8a54.css	(from https://muntazim.coderatory.com/)
16:15:08	14280/14280	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Dec%202021%2017:10:56%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from https://muntazim.coderatory.com/)
16:15:08	14280/14280	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Dec%202021%2017:10:56%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from https://muntazim.coderatory.com/)
16:15:08	14176/14176	---M--	200	added ('OK')	font/woff	date:Mon,%2020%20Dec%202021%2017:10:56%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://muntazim.coderatory.com/)
16:15:08	14100/14100	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2020%20Dec%202021%2017:10:56%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://muntazim.coderatory.com/)
16:15:09	46770/46770	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Dec%202021%2017:10:56%20GMT	https://muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from https://muntazim.coderatory.com/)
16:15:09	1057/1057	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Dec%202021%2013:08:20%20GMT	https://muntazim.coderatory.com/wp-content/plugins/recent-posts-widget-with-thumbnails/public.css?ver=7.1.1	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/recent-posts-widget-with-thumbnails/public03db.css	(from https://muntazim.coderatory.com/)
16:15:10	1816/1816	---M-Z	200	added ('OK')	text/css	date:Wed,%2012%20Jan%202022%2014:54:57%20GMT	https://muntazim.coderatory.com/wp-content/uploads/titan-framework-wdc-options-css.css?ver=5.9	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/uploads/titan-framework-wdc-options-css271b.css	(from https://muntazim.coderatory.com/)
16:15:10	18900/18900	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2017:10:05%20GMT	https://muntazim.coderatory.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min05c8.css	(from https://muntazim.coderatory.com/)
16:15:10	95085/95085	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2017:10:05%20GMT	https://muntazim.coderatory.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.5.1	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/plugins/elementor/assets/css/frontend-lite.min9d52.css	(from https://muntazim.coderatory.com/)
16:15:11	946/946	---M-Z	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2017:13:20%20GMT	https://muntazim.coderatory.com/wp-content/uploads/elementor/css/post-6.css?ver=1640020400	C:/My%20Web%20Sites/clone-muntazim/muntazim.coderatory.com/wp-content/uploads/elementor/css/post-62a07.css	(from https://muntazim.coderatory.com/)
